           1     2.14732     2.14732           0
           2     2.02917     2.08825   0.0417718
           3     2.06808     2.08153   0.0283835
           4     2.09105     2.08391   0.0213872
           5     2.23405     2.11393   0.0318452
           6       2.005     2.09578   0.0312877
           7     2.06097     2.09081   0.0272102
           8     2.19908     2.10434   0.0269653
           9     2.14365     2.10871   0.0243203
          10     2.05881     2.10372   0.0223944
          11     2.20633     2.11305   0.0222166
          12     2.24117     2.12372   0.0227868
          13      2.0889     2.12104   0.0211909
          14     2.18533     2.12564   0.0201687
          15     2.24583     2.13365   0.0203538
          16     2.11269     2.13234   0.0191238
          17     2.05714     2.12792   0.0185035
          18     2.07312     2.12487   0.0177241
          19     2.08709     2.12288   0.0169024
          20     2.03463     2.11847   0.0166233
          21     2.08074     2.11667   0.0159286
          22     2.21027     2.12093   0.0157624
          23     2.23375     2.12583    0.015822
          24     2.25405     2.13118   0.0160394
          25     2.23209     2.13521   0.0158976
          26     2.23785     2.13916   0.0157687
          27     2.06497     2.13641   0.0154223
          28     2.16778     2.13753   0.0149121
          29     2.14493     2.13779   0.0144001
          30     2.09556     2.13638   0.0139887
          31     2.13895     2.13646   0.0135377
          32      2.1234     2.13605   0.0131208
          33     2.25651      2.1397   0.0132212
          34      2.2187     2.14203   0.0130349
          35     2.18514     2.14326   0.0127205
          36     2.03812     2.14034    0.012698
          37     2.04226     2.13769   0.0126285
          38     2.02608     2.13475   0.0126331
          39     2.07304     2.13317   0.0124078
          40     2.34061     2.13836   0.0131368
          41     2.23237     2.14065    0.013015
          42     2.18021     2.14159   0.0127391
          43     2.06474      2.1398   0.0125676
          44     2.10948     2.13911   0.0123009
          45      1.9949     2.13591    0.012438
          46     2.19859     2.13727    0.012242
          47     2.16837     2.13793   0.0119994
          48     2.13148      2.1378   0.0117501
          49     2.10236     2.13708   0.0115326
          50     2.10486     2.13643   0.0113199
