           1   0.0489506   0.0489506           0
           2   0.0500135   0.0494821 0.000375805
           3   0.0494664   0.0494768 0.000250573
           4    0.051737   0.0500419 0.000524184
           5     0.05027   0.0500875 0.000421329
           6   0.0491251   0.0499271 0.000380415
           7   0.0505538   0.0500166  0.00033644
           8   0.0496612   0.0499722 0.000297304
           9   0.0494593   0.0499152 0.000269677
          10   0.0491347   0.0498372 0.000253752
          11   0.0484842   0.0497142 0.000258781
          12   0.0476492   0.0495421 0.000288818
          13     0.04879   0.0494842 0.000272335
          14   0.0485675   0.0494188 0.000260636
          15   0.0496645   0.0494351 0.000243775
          16   0.0495714   0.0494437 0.000228687
          17    0.050543   0.0495083 0.000224192
          18   0.0487011   0.0494635 0.000216176
          19   0.0497435   0.0494782   0.0002053
          20    0.049382   0.0494734 0.000195091
          21   0.0479346   0.0494001 0.000199088
          22   0.0489167   0.0493782 0.000191247
          23   0.0500458   0.0494072 0.000185122
          24   0.0503469   0.0494463 0.000181502
          25   0.0491631    0.049435 0.000174595
          26   0.0496926   0.0494449 0.000168161
          27   0.0492189   0.0494365 0.000162141
          28   0.0492689   0.0494306 0.000156461
          29   0.0491956   0.0494225 0.000151275
          30     0.05037    0.049454 0.000149494
          31   0.0483048    0.049417 0.000149197
          32   0.0504495   0.0494492 0.000147983
          33   0.0505883   0.0494838 0.000147469
          34   0.0482784   0.0494483 0.000147331
          35   0.0502066     0.04947 0.000144706
          36   0.0515021   0.0495264 0.000151296
          37   0.0516154   0.0495829  0.00015739
          38   0.0500089   0.0495941 0.000153646
          39   0.0496206   0.0495948 0.000149708
          40   0.0491275   0.0495831 0.000146421
          41   0.0495357   0.0495819 0.000142854
          42   0.0498251   0.0495877  0.00013957
          43   0.0504248   0.0496072 0.000137675
          44   0.0507996   0.0496343 0.000137187
          45   0.0499263   0.0496408 0.000134292
          46   0.0499342   0.0496472 0.000131524
          47    0.049265    0.049639 0.000128977
          48   0.0491574    0.049629 0.000126679
          49   0.0497606   0.0496317 0.000124123
          50   0.0478704   0.0495964  0.00012654
          51   0.0490449   0.0495856  0.00012452
          52   0.0485686   0.0495661 0.000123652
          53   0.0482164   0.0495406 0.000123913
          54   0.0509524   0.0495668 0.000124346
          55   0.0482183   0.0495422 0.000124479
          56   0.0486404   0.0495261 0.000123293
          57   0.0500948   0.0495361 0.000121533
          58   0.0493631   0.0495331 0.000119475
          59   0.0503662   0.0495472 0.000118281
          60   0.0491739    0.049541 0.000116473
          61   0.0500311   0.0495491  0.00011484
          62    0.049663   0.0495509 0.000113003
          63   0.0492403    0.049546 0.000111317
          64   0.0476924    0.049517 0.000113282
          65   0.0488251   0.0495064 0.000112038
          66   0.0486756   0.0494938 0.000111045
          67   0.0493314   0.0494913 0.000109414
          68   0.0486996   0.0494797 0.000108423
          69   0.0490293   0.0494732 0.000107048
          70   0.0488015   0.0494636 0.000105948
          71   0.0475437   0.0494365 0.000107851
          72   0.0490466   0.0494311 0.000106489
          73   0.0496538   0.0494342 0.000105074
          74   0.0495252   0.0494354 0.000103662
          75   0.0494913   0.0494361 0.000102282
          76   0.0490138   0.0494306 0.000101087
          77   0.0506221   0.0494461 0.000100952
          78   0.0489981   0.0494403 9.98206e-05
          79   0.0489647   0.0494343 9.87385e-05
          80   0.0497739   0.0494385 9.75955e-05
          81   0.0478811   0.0494193 9.82665e-05
          82   0.0500579   0.0494271 9.73762e-05
          83   0.0505677   0.0494408 9.71678e-05
          84   0.0505628   0.0494542 9.69246e-05
          85   0.0498581    0.049459 9.59007e-05
          86   0.0489833   0.0494534 9.49449e-05
          87   0.0489521   0.0494477 9.40283e-05
          88   0.0495497   0.0494488  9.2967e-05
          89   0.0493123   0.0494473 9.19351e-05
          90   0.0488668   0.0494408 9.11395e-05
          91   0.0484434   0.0494299 9.07947e-05
          92   0.0488931    0.049424 8.99951e-05
          93   0.0484326   0.0494134 8.96566e-05
          94   0.0490686   0.0494097 8.87778e-05
          95    0.048125   0.0493962 8.88673e-05
          96   0.0485586   0.0493875 8.83689e-05
          97   0.0497957   0.0493917  8.7558e-05
          98   0.0490299    0.049388 8.67424e-05
          99   0.0498568   0.0493927 8.59954e-05
         100   0.0475218    0.049374 8.71468e-05
